,tweets,tweet_long,id,created_date,source,likes,RTs,language,place,user_id,user_name,user_description,followers,followings,user_lists_member,user_total_favourites_count,user_statuses_count,user_created_account,user_location,user_lang
27,"La presidenta ejecutiva del bancosantander, Ana Botín, reflexiona sobre el #8M #DiaDeLaMujer https://t.co/bg9uboT9Dl",116,1104079442241118210,2019-03-08 18:00:26,botize nueva,0,0,es,,867779838924341249,𝕃𝕖𝕩𝕋𝕣𝕖𝕤𝔸𝕓𝕠𝕘𝕒𝕕𝕠𝕤,𝕄𝕒𝕣𝕗 Fundador #𝕃𝕖𝕩𝕋𝕣𝕖𝕤𝔸𝕓𝕠𝕘𝕒𝕕𝕠𝕤 | Cᴏɴsᴜʟᴛᴏʀ ᴅᴇ Esᴛʀᴀᴛᴇɢɪᴀ ᴇ Iɴɴᴏᴠᴀᴄɪᴏ́ɴ ɪɴғʟᴜᴇɴᴄᴇʀ | Rᴇʟᴀᴄɪᴏɴᴇs Iɴsᴛɪᴛᴜᴄɪᴏɴᴀʟᴇs | Aʜᴏʀᴀ ᴛʀᴀʙᴀᴊᴏ ᴇɴ ɴᴜᴇᴠᴀs ɪᴅᴇᴀs |,22190,8312,39,920,883406,2017-05-25 16:30:10,🅔🅤🅡🅞🅟🅔 - 🅢🅟🅐🅘🅝,es
28,"@raggtime Bueno, hay que diferenciar un desfile militar de una marcha. Militar, en sentido de militancia, no de mil… https://t.co/oBZoczTOgg",140,1104079442178060288,2019-03-08 18:00:26,Twitter for Android,0,0,es,,14435873,Javier Raya,"★ Post humano pirata ★
https://t.co/MQwuiNutlq ★ https://t.co/tCxw6ggIu3 ★",11829,682,401,76343,59459,2008-04-18 18:12:04,Contacto: raya.ja@gmail.com,es
29,"RT @MediterraneoDGT: 🔴 #DIRECTO

¡Lo estabais esperando! @MediterraneoDGT se infiltra en la #HuelgaFeminista2019 😎 ¡Arrancamos!

♀️✊ #8M #8…",140,1104079441741955075,2019-03-08 18:00:26,Twitter for Android,0,3,es,,2430851613,Maite Montane,Contra Todo Maltrato. Ni una mas/Ni uno menos. Igualdad Real.Stop Denuncias Falsas VG.,2408,1503,97,100220,168787,2014-03-23 11:36:33,,es
30,"RT @PueblaMujeres: #8M | Igualdad: “Antes las mujeres no podían trabajar, ahora ya se puede y lo podemos lograr”. #CiudadIncluyente comprom…",140,1104079441536446464,2019-03-08 18:00:26,Twitter for Android,0,2,es,,102260126,Miss V,"Aquí siendo otra. Feminista.
Ahora jefa del departamento de prevención de la violencia del @PueblaMujeres",1247,2300,23,762,10058,2010-01-06 03:37:40,,es
31,"RT @El_Plural: #DIRECTO | Una marea de manifestantes, en la estación de Atocha #8M #InternationalWomensDay #FelizDiaDeLaMujer https://t.co/…",140,1104079441054048257,2019-03-08 18:00:26,Twitter Web App,0,1,es,,787714184188424192,Esmeralda Abenia,,376,425,1,5961,5543,2016-10-16 17:57:51,"Zaragoza, España",es
32,RT @beatrizbecerrab: El #feminismo es una causa universal por la igualdad y la libertad de TODAS las mujeres. Algunas olvidan a las que no…,139,1104079440764698632,2019-03-08 18:00:26,Twitter for Android,0,561,es,,1650904332,Rubén Darío Bravo Rondón,"Oriundo de Zapatoca #Santander, Abogado @Unilibrebog, especializado en derecho contractual y Administrativo @URosario. La vida es bendecir y siempre bendecir",1650,151,33,1129,187313,2013-08-06 18:28:55,"Bogotá, D.C., Colombia",es
33,Con puntualidad británica la comitiva de este #8M en #Málaga echa a andar por el Paseo de los Curas https://t.co/3vV9GO2J5D,123,1104079440135577600,2019-03-08 18:00:25,Twitter for iPhone,0,1,es,,940188748276518912,SUR en directo 📡,Coberturas #endirecto de @DiarioSUR,7460,100,32,36,3682,2017-12-11 11:57:20,"Málaga, España",es
34,Feliz día a todas vosotras. Contad con nosotros para luchar en favor de la igualdad. Emociona ver cuando tanta gent… https://t.co/vMm8pUlVer,140,1104079439183441928,2019-03-08 18:00:25,Twitter for Android,0,0,es,,72671262,Sergio Re Ve,"Desbaratando los planes al destino. De Mayorga, un grandísimo pequeño pueblo. Enamorado de la música. Trabajando en Movistar+. Viviendo en Madrid",486,1245,5,52,30473,2009-09-08 21:16:08,Mayorga.CyL.España.LaTierra,es
35,"RT @dalesmm: Hoy me llamaron desde las 6am para que opine del dólar, de coyuntura y política. Hoy quieren visibilizar que hay mujeres econo…",140,1104079438428426240,2019-03-08 18:00:25,Twitter for iPhone,0,375,es,,354103736,Manu,un poquito de esto un poquito de lo otro,466,908,16,33756,23730,2011-08-13 04:12:58,chile,es
36,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104079438159974401,2019-03-08 18:00:25,Twitter for Android,0,1022,es,,1542393890,Linda ☀,𝐈𝐭 𝐢𝐬 𝐰𝐡𝐚𝐭 𝐢𝐭 𝐢𝐬.,2957,1473,17,3986,42819,2013-06-24 03:25:52,,es
37,"En el Día Internacional de la Mujer, que todos sepan los valores que defendés y los cambios por los que luchás. #8M https://t.co/DD3VGUtTgj",139,1104079437488967680,2019-03-08 18:00:25,Twitter for Android,0,0,es,,2949068217,Wrangler Paraguay,Wrangler es una invitación al disfrute y a la diversión que interpretan el auténtico espíritu libre de la marca.,736,272,0,10,777,2014-12-29 12:19:11,"Asunción, Paraguay",es
38,"RT @PPDantofagasta: En la calle, junto a nuestra Presidenta Regional Lila Vergara, conversando con las mujeres acerca de sus derechos e inv…",140,1104079436721414145,2019-03-08 18:00:25,Twitter for Android,0,2,es,,300874121,PPD Chile,"Somos el canal oficial del Partido Por la Democracia PPD, Fundado el 15 de diciembre de 1987. https://t.co/rONZFamrWV",17383,5240,170,17491,108168,2011-05-18 14:11:55,Chile,es
39,RT @CARPoficial: Somos mujeres. Somos River. #DíaInternacionalDeLaMujer #8M https://t.co/duJWi6OJgV,99,1104079436696170496,2019-03-08 18:00:25,Twitter for Android,0,436,es,,1766416819,Victor Ferreyra,,26,377,0,4950,161,2013-09-07 18:51:20,Catamarca,en
40,"Previo a la cabecera #8M #HuelgaFeminista2019 #VagaFeminista8M #barcelona 
https://t.co/uAVgSBbbs8 https://t.co/xh9ssHTnZ7",122,1104079435345641472,2019-03-08 18:00:24,Twitter for Android,0,0,es,,482164245,Alfonso Congostrina,Periodista. Escribo en El País @el_pais @elpaiscatalunya @elpaiscat . Me encontraréis en alfonsocongostrina@gmail.com,3897,1932,147,289,4805,2012-02-03 16:03:31,Barcelona,es
41,"Mi forma de ""celebrar"" hoy #8M es llendo a trabajar y estudiar... y con mucho orgullo, porque en muchos países las… https://t.co/MhT6jmKhpm",139,1104079435236630528,2019-03-08 18:00:24,Twitter for Android,0,0,es,,236889829,Laura González Uribe,"De la biología aprendí que las mutaciones llevan a la evolución

✍️Bióloga, Divulgadora e ilustradora científica. Creadora del IG masnutricion.masconciencia",196,116,5,4896,3056,2011-01-11 16:09:10,"Medellín, Colombia",es
42,"RT @PrensaTupac: #8M #LibresLasQueremos 
¿Sabías que en la provincia de Jujuy hay 11 presos y presas políticas? ¿Y sabías que 8 de ellas so…",140,1104079435068829696,2019-03-08 18:00:24,Twitter for Android,0,133,es,,4685284238,Andrea Blanco,,33,116,0,3810,988,2015-12-31 21:36:33,,es
43,"RT @AldiVelazquez10: no queremos flores, queremos que nos respeten; que no nos acosen; que dejen de matarnos; y no sólo el 8 de marzo, si n…",140,1104079434989137920,2019-03-08 18:00:24,Twitter for Android,0,3741,es,,1025123135446765568,Florencia,,338,317,0,1112,91,2018-08-02 20:56:16,,es
44,"RT @MiguelCiroG: Nos reunimos con Soledad Rodríguez, directora IAPOS. La obra social se suma a las acciones del @GobSantaFe y del @MinSalud…",140,1104079434511015937,2019-03-08 18:00:24,Twitter for iPhone,0,1,es,,224214458,Nadia Luna,Comunicadora Social. Santa Fe,3191,1435,39,6081,20010,2010-12-08 12:49:53,Santa Fe Argentina,es
45,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104079434376716293,2019-03-08 18:00:24,Twitter Web App,0,1022,es,,385228297,Ana Rodriguez,Gryffindor - Kinesio 💚,266,2063,0,4881,2086,2011-10-05 03:24:11,Buenos aires,es
46,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104079433542103042,2019-03-08 18:00:24,Twitter Web App,0,1022,es,,1045083874588610560,Natalia Orozco,Experta en listas de pendientes 👌,83,1091,0,174,69,2018-09-26 22:53:07,Bogotá,en
47,Estuvimos y estaremos #8M #InternationalWomensDay #DíaDeLaMujer #LasComunicadorasParamos #LasPeriodistasParamos https://t.co/WoGgEu5rBO,135,1104079433219129347,2019-03-08 18:00:24,Twitter for Android,0,0,es,,71821543,Patricia Ruiz Guevara,"Matemática y periodista científica. Content Designer en @opinno. Antes en @quealgoqueda + @_ICMAT. He escrito en @Teknautas, @el_pais, @xataka y @techreview_es.",905,598,27,11389,15821,2009-09-05 15:13:57,Madrid - Lorca - Murcia,es
48,"RT @brigadachacon: Sabía ud.que los jugadores de fútbol reciben sueldo(algunos millonarios) y además premios por jugar por la selección, y…",139,1104079432401240065,2019-03-08 18:00:24,Twitter for Android,0,47,es,,83258643,Mgl Rdrgzs,Arte Diseño Cine Informacion Opinion,159,204,2,88,19698,2009-10-18 00:45:00,Chile,es
49,RT @EnEstadoDeHola: Por mundo donde este tipo de mensajes desaparezcan. Porque eso solo significaría que de camino a casa seríamos completa…,140,1104079432069861377,2019-03-08 18:00:24,Twitter for iPhone,0,976,es,,349590537,gloria,mi vida es un meme,1074,904,6,4098,9231,2011-08-06 10:29:34,España,es
50,RT @Saguiht: Ya salgo camino a Atocha. Llevo un año hablando sobre lo emocionante que fue la manifestación en el 2018. Ahora quiero hablar…,139,1104079431927255040,2019-03-08 18:00:24,Twitter for Android,0,1,es,,87022377,LittleDesastre,'Y échale caña al vivir que son dos días y tres cafés',1054,2486,56,97760,113581,2009-11-02 20:38:46,Ciudad K,es
51,Ya estamos preparadas para continuar nuestra celebración FEMINISTA #8M #VivasLibresUnidas #8MCCOO https://t.co/iZcxXjSlIC,121,1104079431860146176,2019-03-08 18:00:24,Twitter for Android,0,0,es,,1154553722,CCOO/UPM,"La educación,más que cualquier otro recurso de origen humano,es el gran igualador de las condiciones del ser humano, el volante de la maquinaria social (H.Mann)",1353,2122,45,957,14316,2013-02-06 17:07:12,,es
52,"RT @flm_medular: Además de lo contado, hemos pasado una semana #fabulosa organizando un montón de actividades por el #8M con nuestras compa…",140,1104079431675662336,2019-03-08 18:00:23,Twitter for Android,0,1,es,,348381828,Belén Saldaña,Terapeuta Ocupacional y Fisioterapeuta en la Fundación Lesionado Medular.,336,405,5,2290,3121,2011-08-04 10:10:21,Madrid,es
53,RT @RoAlChiappe: Es hoy. #8M https://t.co/OuaBR9i539,52,1104079431637876736,2019-03-08 18:00:23,Twitter for Android,0,43,es,,1149629161,Lᴜᴄɪ́ᴀ.,"[ϙᴜɪʟᴏᴍʙᴏ ʏ ᴀʀᴍᴏɴíᴀ].

✊🏼💚💜",1212,186,2,54282,52665,2013-02-05 01:52:05,Aquí y ahora🌈.,es
54,"Escuchar la voz de las mujeres, el llamado de @MaimunahSharif, una líder de ciudades que busca generar transformaci… https://t.co/0HngcIa1fM",140,1104079431524601856,2019-03-08 18:00:23,Hootsuite Inc.,0,0,es,,1017423715162902529,Smart City NET,"Queremos vivir bien y entre todos, tener una mejor ciudad ¿Tú también lo quieres? Official Digital Media Partner @SmartCityLatam Congress",1360,630,9,1179,3296,2018-07-12 15:01:31,México,es
55,"RT @Nanchinho: Se llaman UNIDAS PODEMOS pero la huelga del #8M la hacen solo ellas, porque los marichulos tienen mucho trabajo. https://t.c…",140,1104079431298105344,2019-03-08 18:00:23,Twitter for Android,0,368,es,,977858046260064256,SDG,,21,40,0,1865,1274,2018-03-25 10:41:40,,es
56,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104079431151374339,2019-03-08 18:00:23,Twitter Web Client,0,1022,es,,973974608486584320,Israel Tobar,Videojuegos | FIFA |,52,93,0,597,699,2018-03-14 17:30:17,,es
57,"RT @DchosSociales: Desde Aguilas hasta Murcia, pasando por Cartagena, calentando motores para la gran manifestación de esta tarde #8M #8MHu…",140,1104079430803169281,2019-03-08 18:00:23,Twitter Web Client,0,14,es,,1150769437,UNIDAS_PODEMOS_EnComúPodem_EnMarea #RT,"Retuiteando UNIDASPODEMOS_ENCOMÚPODEM_ENMAREA @EnComu_Podem @En_Marea @PodemosCongreso @UnidosPodemoSND @ahorapodemos @iunida @Equo 
#HayAlternativa",5292,5795,111,34484,87350,2013-02-05 12:01:11,,es
58,"Aborto legal, igualdad ante las isapres, protección a la maternidad, protección a la lactancia, trabajo doméstico r… https://t.co/lOJjWoVOoP",140,1104079430660640769,2019-03-08 18:00:23,Twitter for iPhone,0,0,es,,118759718,Janet Noseda 💚💜,"Psicóloga, Magíster en Psicología clínica. Escritora, investigadora, docente, poetiza, autora de LGBTI. Especialista en género y diversidad sexual",5228,768,25,3494,40856,2010-03-01 17:29:41,Chile,es
59,"Si dijiste feliz día a cuánta mujer se te cruzo por el camino... Entonces dejá, hoy quedate en tu casa, la lucha no… https://t.co/5FyE27jnT6",140,1104079430568296448,2019-03-08 18:00:23,Twitter for Android,0,0,es,,4006116988,Lara,"*No pasarán a la historia aquellos que especulen, sino los que más se la jueguen*. NK   

🇦🇷 La patria es el otro 🇦🇷",59,296,0,2755,456,2015-10-21 01:23:46,,es
60,Día para conmemorar a todas las mujeres que desde su lugar luchan por visibilizar la inequidad y buscan hacer valer… https://t.co/4pRZUwopYB,140,1104079429872087040,2019-03-08 18:00:23,Twitter for Android,0,0,es,,2894003079,Almacén de Deseos,"Somos la juguetería creativa mas linda de Funes!Tenemos Juguetes en tela, madera, cartón, totalmente ARTESANALES.También hacemos Souvenirs para tus cumples...",182,52,0,1391,907,2014-11-27 00:53:09,Funes - Santa Fe,es
61,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104079429809127424,2019-03-08 18:00:23,Twitter for Android,0,1022,es,,216541903,Ariel,"Random thoughts. Software craftsman. Amateur cook. music, concerts, movies, travel blah blah blah...",1330,2506,38,6430,22694,2010-11-17 01:01:29,Costa Rica,en
62,RT @Shiny_Spotlight: #8M #VagaFeminista8M  Manifestació  Estudiantil a Palma 💜 https://t.co/RexssRvTW0,102,1104079429666512901,2019-03-08 18:00:23,Twitter for Android,0,7,es,,925503876,Bennasar❗,"🔬 B I O Q U I M I C A, UIB                  
                     ♀️   
                                                                              💚💫",584,527,1,46370,32003,2012-11-04 15:02:16,"Son Ferriol, Palma de Mallorca",ca
63,"RT @SchrodingerGata: El #8M para mí es un día de alegría y reflexión. Alegría por ver hasta dónde hemos llegado, por estar todos los días r…",140,1104079429624565766,2019-03-08 18:00:23,Twitter for Android,0,122,es,,363734471,Silvia,meeeh,172,329,0,1332,790,2011-08-28 16:09:08,,es
64,RT @jbrunaj: Pacífica marcha en Valpo terminando en parque Italia y @Carabdechile lanza lagrimogenas y carro lanza agua! Estamos con niños!…,140,1104079429008089088,2019-03-08 18:00:23,Twitter for Android,0,37,es,,103097037,Diego Betancourt U.,"Cristiano, Socialista, ColoColino,Director DIDECO #Coyhaique. Administrador Público, UdeC. Secretario Político PS Coyhaique. Feliz y orgulloso Padre de familia.",791,645,11,823,8110,2010-01-08 21:58:00,Coyhaique ,es
65,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104079427711975424,2019-03-08 18:00:23,Twitter for iPhone,0,1022,es,,59639309,Carolina,"Marketera, sobretodo para mis huevadas. Metro sesenta lleno de sarcasmo. El 50% del día estornudo, el resto duermo.",261,177,1,505,7566,2009-07-24 00:34:51,"Lima, La bonita",en
66,"RT @thesimpsonsrp: 💪¡¡¡#SORTEO!!!💪

La camiseta ""Bean Can Do It!"" de https://t.co/EMyXtMg1hG puede ser tuya con estos sencillos pasos:

-…",138,1104079427682603008,2019-03-08 18:00:23,Twitter Web App,0,4,es,,810882191685222402,Mindangos,"Camisetas exclusivas que te harán un 37% más sexy (cifra aproximada).
Contacto: info@mindangos.com",6691,208,11,4259,7550,2016-12-19 16:19:14,,es
67,"#8M #DíaDeLaMujer #InternationalWomensDay

Te presentamos a Yu Kwan Sun la Mulan de Corea y esta es su historia 👉… https://t.co/RmITwttNpw",138,1104079426881576965,2019-03-08 18:00:22,Twitter for Android,0,0,es,,3016170150,K-magazinemx,"La primera revista sobre cultura coreana en México y Latinoamérica. Cultura, negocios, entrevistas, K-dramas, películas, deportes y ¡mucho más!",3670,779,12,3986,10051,2015-02-10 07:30:09,México,es
68,"RT @SchindlerCC: Recuerden que, marchar hoy o postear una frase/imagen, no sirve de nada si el resto de tus días te olvidas de la sororidad…",140,1104079426109820928,2019-03-08 18:00:22,Twitter for iPhone,0,8,es,,889623289,brisa,Abrir la mente a nuevos ojos,1072,818,3,11822,32355,2012-10-18 19:52:18,,en
69,"#SoyEmpresaria |“Apoyémonos en la innovación para eliminar barreras”, Pilar Castillo, empresaria.

Empresarias y em… https://t.co/8K8gjUPuca",140,1104079426030133250,2019-03-08 18:00:22,Twitter for iPhone,0,0,es,"Place(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, id='206c436ce43a43a3', url='https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', place_type='city', name='Madrid', full_name='Madrid, Spain', country_code='ES', country='Spain', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, type='Polygon', coordinates=[[[-3.8890049, 40.3120713], [-3.5180102, 40.3120713], [-3.5180102, 40.6435181], [-3.8890049, 40.6435181]]]), attributes={})",3740251523,CEIM,CEIM Confederación Empresarial de Madrid-CEOE es la confederación de los empresarios madrileños,2287,570,84,3388,4363,2015-09-22 15:54:07,"Diego de León, 50. Madrid",es
70,RT @TNTSportsLA: #TNTSports | Hoy más que nunca junto a la lucha de todas las mujeres dentro y fuera de la cancha. #8Marzo #8M #WomensDay #…,140,1104079425774202880,2019-03-08 18:00:22,Twitter for Android,0,14,es,,996180935778422784,@lulivala,,24,9,0,863,7623,2018-05-15 00:10:18,,es
71,"RT @mercedesp_p: @Miguel__Lorente Gracias @Miguel__Lorente 
Muchas personas como tú harían innecesario que el #8M fuese un día de lucha par…",140,1104079425707085824,2019-03-08 18:00:22,Twitter for Android,0,1,es,,1035113098758242304,Nuria,Porque yo lo valgo,863,4792,0,16645,60879,2018-08-30 10:32:49,"Sant Gervasi Galvany, Barcelon",en
72,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104079425480679425,2019-03-08 18:00:22,Twitter for iPhone,0,1022,es,,2185450878,Regina Ramírez,Susanita 😋|Femichaira | Unidad en la diversidad 💚🔬| I don’t like vegetables|,187,184,3,9015,9458,2013-11-10 02:42:39,Mex ,es
73,"RT @CoachesVoice_es: 17.  Y terminamos nuestro viaje por las mejores ligas femeninas del mundo en México 🇲🇽

18 equipos y 3⃣ mujeres en los…",140,1104079425040191488,2019-03-08 18:00:22,Twitter for Android,0,4,es,,943227195484389377,Plox,,65,1005,0,20487,3590,2017-12-19 21:11:02,en algún lugar del mundo 🇲🇽,es
74,RT @SoyTiaJen: Se imaginan calmarse? Yo no porque hoy es #8M,60,1104079424520101888,2019-03-08 18:00:22,Twitter for Android,0,1,es,,501395522,Tete,"Mi kindle y yo ♥
Éire.",119,117,1,1049,7060,2012-02-24 03:07:52,,es
75,"""Al fin y al cabo el miedo de la mujer a la violencia del hombre es el espejo del miedo del hombre a la mujer sin miedo"" #8M",124,1104079424113311746,2019-03-08 18:00:22,Twitter for Android,0,0,es,,813193932435849216,abril 💃🏼,"Bailarina💃🏼
Gimnasta o algo así 🤸🏼
abrilroldan00 ig",397,223,0,14612,7612,2016-12-26 01:25:16,Rio Seco,es
76,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104079423236657152,2019-03-08 18:00:21,Twitter for Android,0,1022,es,,434244042,Sara,"Comunicadora Social,  Maestría en Comunicación Estratégica - Correctora de estilo y redacción. Dueña de tres felinos",290,329,12,568,5272,2011-12-11 16:20:43,Quito,es
77,RT @FonziDolores: Mejor video en lo que va del día. #8M Lloré. 💪🏽💪🏽💪🏽💜 https://t.co/Uzudpmhp6y,94,1104079422607511554,2019-03-08 18:00:21,Twitter for Android,0,9493,es,,2322473343,Ire,Escorpiana♏,894,517,2,5131,12475,2014-02-03 19:37:02,Uruguay,es
78,"RT @CRDO_Ribeiro: Presentación da Etiqueta Edición Especial para o #8M #DíadaMuller, #Ribadavia. @CRibadavia 👉 https://t.co/COJU4Q6SJl http…",140,1104079422389448704,2019-03-08 18:00:21,Twitter for Android,0,2,es,,735051995770433536,adegascelme,,82,174,1,209,126,2016-05-24 10:17:07,"Galicia, Spain",en
79,"RT @aliveforgreys: unidas, apoyándonos, luchando por nuestros derechos, alzando la voz por las que ya no están y por todas. #8M https://t.c…",140,1104079422368432128,2019-03-08 18:00:21,Twitter for iPhone,0,221,es,,985317813681360896,lu,,144,167,0,654,2730,2018-04-15 00:44:07,ɢʀᴇʏ's ᴀɴᴀᴛᴏᴍʏ,es
80,"RT @jjaviervazquez: ARDE

No, calladita no estás más guapa.

Tú eres preciosa cuando luchas,
cuando peleas por lo tuyo, 
cuando no te calla…",140,1104079422297174018,2019-03-08 18:00:21,Twitter for Android,0,265,es,,264896766,Rocío,"📍Directora & Fundadora creativa de @omniamusic_es         
    Contratacion@omniamusic.es                           
📍Instagram: @roousero",1301,84,11,913,5328,2011-03-12 16:51:20,España,es
81,RT @coculosa: Lo de hoy ha sido increíble #8M https://t.co/ltLm7almZI,69,1104079422179684353,2019-03-08 18:00:21,Twitter for iPhone,0,185,es,,943948272749735939,Samantha,Me duele demasiado cualquier cosa que me duela...,6,40,0,34718,15707,2017-12-21 20:56:20,Catalunya,es
82,RT @valerojano: Mi favorita #8M https://t.co/8KVDgRIkLK,55,1104079420854337537,2019-03-08 18:00:21,Twitter Web Client,0,42,es,,198122835,Juan Ugarte,Con hambre 24/7-Handball UNC         *Me fui de Santa Cruz y me perdí*                                Sportista desde los 4❤️ 👻juanug13,411,2239,0,10707,11270,2010-10-03 12:20:23,Puerto Deseado,es
83,"RT @NoeliaFrancoFCO: • Alta, baja, gorda, flaca..LA SOCIEDAD NUNCA DEFINIRÁ MI BELLEZA.

• Puedo ir en bragas pero si digo NO es NO.

• Sie…",140,1104079420850163712,2019-03-08 18:00:21,Twitter Web Client,0,3,es,,1061551984363425792,LuckyVicky1996,,3,45,0,24,25,2018-11-11 09:31:30,,en
84,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104079420783034368,2019-03-08 18:00:21,Twitter for iPhone,0,1022,es,,761880828,Norma Rivero,ll🇲🇽ll19ll🙃ll Adicta al Café,305,426,3,27115,14587,2012-08-16 16:40:21,Mexico ,es
85,RT @Coordinadora8m: 🔴Colectivo La Jauría hace intervención frente a la Catedral de Santiago #LaHuelgaFeministaVa  #8M https://t.co/JTdeFD12…,140,1104079420749475841,2019-03-08 18:00:21,Twitter for Android,0,19,es,,1072829873020956673,Happy birthday little Min 💜,"Taehyung BANGTAN💜
Soobin TXT❤",51,165,0,2758,2486,2018-12-12 12:25:48,"Santiago, Chile",es
86,"RT @otracuentahp: Seguimos una saga creada por una mujer que nos enseña que ellas pueden ser valientes,inteligentes y fuertes.Pueden ser ma…",140,1104079420531376129,2019-03-08 18:00:21,Twitter for Android,0,52,es,,1056394608383610881,Zai,MÉXICO || Hufflepuff 💛 || Romione || Necesitas hablar: Dm || Wachate los dibujos de @Baelfir08803050,46,96,0,13907,2963,2018-10-28 03:57:56,,es
87,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104079419285622785,2019-03-08 18:00:21,Twitter for iPhone,0,1022,es,,276706725,Eli,Tengo un 98% de probabilidades a que me pisen en el colectivo. Tuits de comida y tragos dulzones.,1158,678,5,13586,38546,2011-04-03 22:42:55,,es
88,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104079418345963520,2019-03-08 18:00:20,Twitter for iPhone,0,1022,es,,1452915246,angeles martinez,,177,881,5,4905,4132,2013-05-24 01:25:32,"Zapopan, Jalisco",es
89,"#Entérate 
&gt;&gt;Trece distinguidas mujeres que han destacado en diferentes ámbitos de la vida quintanarroense reciben… https://t.co/E9JApG68k6",145,1104079417679233025,2019-03-08 18:00:20,Twitter Web Client,0,0,es,,1928729202,Revista Fusión Q,"Revista mensual de corte político, empresarial y turístico, editada en Cancún, Quintana Roo.",1475,1013,36,2235,17590,2013-10-03 00:50:50,"Q.Roo, Yucatán y CDMX",es
90,"RT @koelner_haie: Vivian Mackay, una anciana chilena quemada viva por mapuches instrumentalizados por los mismos comunistas que están tras…",139,1104079416999710721,2019-03-08 18:00:20,Twitter for Android,0,77,es,,2196248273,Christian Hernández,,241,826,0,40957,1976,2013-11-26 00:52:33,,es
91,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104079416966213632,2019-03-08 18:00:20,Twitter Web App,0,1022,es,,570450552,Ella,Inestable | apasionada | 🔛📚Máster DDHH y políticas públicas | humana imperfecta | ✍🏽Derecho en @revistabaladi | “un mundo donde quepan todos los mundos” 🌎✨,349,462,1,1072,5369,2012-05-03 23:28:02,"Aguascalientes📍Washington, DC",es
92,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104079416647434240,2019-03-08 18:00:20,Twitter for Android,0,1022,es,,197274202,Lorena💚,...,1420,1764,3,6915,10773,2010-10-01 02:12:25,Tú.,es
93,"""Hoy como ayer, las mujeres deben negarse a ser sumisas y crédulas, pues el disimulo no puede servir a la verdad""-… https://t.co/HplAVd0tFm",139,1104079416467091456,2019-03-08 18:00:20,Twitter for Android,0,0,es,,874828533494951936,paula,Love is fragile'↘↙▫▪,71,97,0,3822,5552,2017-06-14 03:19:10,Colombia,es
94,RT @AlavaMedieval: #8M Nuestra reciente investigación sobre el convento de San Francisco de Vitoria nos ha permitido sacar a la luz una ser…,140,1104079416286679043,2019-03-08 18:00:20,Twitter for Android,0,15,es,,289854208,Enrique Echazarra,"Persiguiendo misterios. Autor de Crónicas de Brujería, 50 lugares mágicos del País Vasco, y Los 20 mejores Expedientes X del País Vasco.",5191,1561,70,6150,7387,2011-04-29 09:59:38,VITORIA,es
95,"“Demasiado frío fuera, demasiado vacío dentro” https://t.co/Q8Ov6C3lIF por @GibertCarme #mujeresconmarca #8M #DiaInternacionalDeLaMujer",135,1104079416047620098,2019-03-08 18:00:20,Buffer,0,0,es,,197354550,soymimarca #marcapersonal,"El blog del Personal Branding en español, más de 50 autores con múltiples visiones sobre la marca personal 
#marcapersonal #personalbranding",20309,14089,1335,8154,19999,2010-10-01 08:21:12,El Mundo,es
