tweets|polarity|tweet_long|id|created_date|source|likes|RTs|language|place|user_id|user_name|user_description|followers|followings|user_lists_member|user_total_favourites_count|user_statuses_count|user_created_account|user_location|user_lang
mucha pena por aqui|-1|67,0|1,1043460396817285e+18|2019-03-09 11:39:48|Twitter Web Client|0,0|5,0|es||347954725,0|Planet Linux Caffe|Planet Linux Caffe es un proyecto abierto basado en el software libre, en sus fundamentos técnicos y filosóficos.|1639,0|3149,0|24,0|8570,0|6220,0|2011-08-03 16:52:45|Coral Gables, Florida|en
en la lucha 💪🏽 esta tarde boecillo 📍 centro civico de boecillo €|0|127,0|1,1043460317965107e+18|2019-03-09 11:39:46|Twitter for iPhone|0,0|0,0|es||4527794712,0|XYK Singers|Twitter oficial de XYK Singers. Dirección: Víctor Galván|230,0|454,0|8,0|274,0|332,0|2015-12-11 11:16:18|Valladolid|es
esta pancarta es todo|1|50,0|1,1043453609426739e+18|2019-03-09 11:37:06|Twitter for Android|0,0|0,0|es||18803099,0|Georgina Marcelino|Publicista, Comunicadora. PhD, • Social Media & Content mgr. • Activista antirracista • A veces, Artista Visual. ⭐️|1435,0|762,0|62,0|753,0|7533,0|2009-01-09 15:01:07|Madrid|es
la policia dispersa con gas la marcha por el dia de la mujer en estambul|-1|125,0|1,1040899950428037e+18|2019-03-08 18:42:22|Twitter for iPad|0,0|17,0|es||302626079,0|Nieves López|Vivo en una casa en África|348,0|330,0|5,0|12991,0|18742,0|2011-05-21 14:02:03|Ceuta, Spain,|es
sevilla por la|0|110,0|1,1041105659857879e+18|2019-03-08 20:04:06|Twitter for Android|0,0|19,0|es||334456778,0|Meg Locey ⚓|Nardin Academy '12 Hood College '16 American University '20|175,0|469,0|0,0|2766,0|5540,0|2011-07-13 03:49:33|Lewiston, NY|en
mirando lo mejor del son el orgullo de mama y papa si la nona viviera rt|1|115,0|1,1043460166256845e+18|2019-03-09 11:39:42|Twitter for iPhone|0,0|15,0|es||1,0867738992353772e+18|DL|17. / dar y recibir 🔄|92,0|160,0|0,0|2319,0|1003,0|2019-01-19 23:54:23|San Miguel, Argentina|en
con hijas luchando|-1|65,0|1,1043462328000676e+18|2019-03-09 11:40:34|Twitter for Android|0,0|1,0|es||208574432,0|Leandro Lezcano|Presidente Aguilas Bahia Blanca, Trabajo en Celsur Logistica S.A., etc....|249,0|1022,0|0,0|18485,0|5756,0|2010-10-27 14:36:39|BAHIA BLANCA|es
esta es la espana que yo quiero ✊🏻 💜|1|82,0|1,1041568348128707e+18|2019-03-08 23:07:58|Twitter for iPhone|0,0|3,0|es||187473086,0|Jota Linares|Algodonaleño en Madrid. Me gusta contar historias y rodarlas. Chico Garay Talent.|5816,0|2828,0|69,0|15055,0|15604,0|2010-09-06 09:54:09|Cádiz / Madrid|es
esto si es y no la manifachi de colon|-1|74,0|1,1043462234342318e+18|2019-03-09 11:40:32|Twitter for iPhone|0,0|0,0|es||197009668,0|Fer 🏳️‍🌈|Cuenta personal. Biólogo, socialista exigente. Mis opiniones solo me representan a mí. Construyendo a medias un proyecto vital.|1038,0|1578,0|23,0|28036,0|44944,0|2010-09-30 12:55:46|Madrid (Planeta Tierra)|es
imagenes de un inolvidable|1|102,0|1,1043462106289644e+18|2019-03-09 11:40:29|Twitter for iPhone|0,0|7,0|es||1,0514217158452552e+18|cristina ruz perez|soy muyyyy dinámica me gusta y lucho por la igualdad en todos los sentidos y quien me busca me encuentra|24,0|108,0|0,0|23,0|373,0|2018-10-14 10:37:26||en
santiago de chile 💚💜|0|64,0|1,1041544757895373e+18|2019-03-08 22:58:35|Twitter for Android|0,0|216,0|es||291416977,0|Cristian Hidalgo A.|Hablo 3 idiomas: Español, indirectas y sarcasmo. El que piense que el dinero no hace la felicidad, envíe un DM y le doy mi número de cta|613,0|704,0|2,0|858,0|3176,0|2011-05-02 00:08:18|SCL - ZAL|es
no os confundais|-1|60,0|1,1043461999838822e+18|2019-03-09 11:40:26|Twitter for Android|0,0|1,0|es||1,0956990960048906e+18|Juju 🗡|Memes, quejas y frases filosóficas|13,0|28,0|0,0|41,0|38,0|2019-02-13 14:59:56|Salamanca, Spain|en
buenos dias machirulismo mundial las brujas del rondamos vuestras cabezas y espolvoreamos a mandar|-1|124,0|1,1043461966829158e+18|2019-03-09 11:40:25|Twitter Web Client|0,0|0,0|es||1,0942599603373056e+18|Feminista24H|#Feminista 24h. ANTI - #Manspreading (machirulo, soy tu peor pesadilla) Ciberacoso, acoso callejero, ciberbullying y autodefensa femenina virtual.😈💪|11,0|59,0|2,0|246,0|139,0|2019-02-09 15:41:19||es
que orgullosa estoy de lo que estamos haciendo 💜|1|73,0|1,1043461867089306e+18|2019-03-09 11:40:23|Twitter for Android|0,0|4,0|es||9,200392285322895e+17|Arii🌹|Nada más bonito que quererte todos los días...|197,0|184,0|0,0|4181,0|5096,0|2017-10-16 21:30:20||es
vigo 💜 💪🏽💪🏽💪🏽|0|91,0|1,1043461835169997e+18|2019-03-09 11:40:22|Twitter for Android|0,0|2,0|es||2996920702,0|claratroncoso|Amo a las personas que te hacen reír, a las que te hacen pensar y a las que te hacen café. Madrugando tanto al filo de la noticia,un buen ☕ siempre se agradece.|126,0|59,0|17,0|20759,0|23180,0|2015-01-24 23:58:09||es
ese momento me dio escalofrios sera ley 💚|-1|87,0|1,1043461830431089e+18|2019-03-09 11:40:22|Twitter for Android|0,0|68,0|es||9,853498816184852e+17|Carla◟̽◞̽ // 13 post Ed:( //#TwoOfUs🇦🇷|23/02/2019 tuve al amor de mi vida➗✖➕ //I know you'll be looking down, swear I'm gonna make you proud I'll be living one life for the two of us @clingtolouis|937,0|2639,0|0,0|35237,0|26899,0|2018-04-15 02:51:33||es
asi lucia la plaza tribunales de hoy a las hrs|0|109,0|1,1042979258810245e+18|2019-03-09 08:28:37|Twitter for Android|0,0|45,0|es||46047073,0|VaL||33,0|150,0|0,0|36,0|1257,0|2009-06-10 05:38:35||es
puta que lindo por la cresta|1|101,0|1,1043461755395031e+18|2019-03-09 11:40:20|Twitter for Android|0,0|9,0|es||2847537927,0|koke ∞ ✡|Kaderimiz yazılmıştır, kırmızı iplik bizi birleştirir|5289,0|455,0|4,0|14128,0|45671,0|2014-10-28 01:05:09|Chile|es
estamos todas|0|55,0|1,1041559019283251e+18|2019-03-08 23:04:15|Twitter for Android|1,0|0,0|es||162011064,0|Cristi|armada y fabulosa|6052,0|1426,0|63,0|14499,0|90889,0|2010-07-02 11:08:12|$hile|es
sevilla «luego direis que somos o »|0|89,0|1,10429901175697e+18|2019-03-09 08:32:55|Twitter for iPhone|0,0|31,0|es||3006320541,0|maría 🌺|the world is a better place because shawn, justin and bruno are in it|528,0|655,0|11,0|459,0|39424,0|2015-01-30 20:20:22|"|151113| (532'5)"|es
vamos por buen camino masiva marcha feminista en temuco|1|134,0|1,104346162260308e+18|2019-03-09 11:40:17|Twitter for iPhone|0,0|4,0|es||8,402422034275164e+17|Conatracops|Somos la Confederación Nacional de Trabajadores del Comercio, Producción y Servicios https://t.co/8y1CMcSfyR|437,0|451,0|1,0|1111,0|1732,0|2017-03-10 16:45:27|Santiago, Chile|es
naci no tengo los mismos derechos que todos|-1|74,0|1,1043461534480261e+18|2019-03-09 11:40:15|Twitter Web Client|1,0|0,0|es||22990674,0|Verónica Calderón|Periodista. De #Michoacán. Madrileña adoptiva, corazón en #GDL. I 💜 DF. No como pizza con piña. Vivo de contar cosas. Lloro con cosas bonitas. RT = Lo leí.|22494,0|3760,0|637,0|120479,0|173414,0|2009-03-05 22:33:22|Ciudad de México / En el aire|en
mi tira y afloja en clarin de hoy buenos dias|-1|114,0|1,1043461409448059e+18|2019-03-09 11:40:12|Twitter Web App|0,0|42,0|es||1354352502,0|La Coyentina ma linda Euge D #abortolegalya|No soy lo que parezco ... soy peor. - No se hacer repulgue de empanadas.♑️#abortolegalseguroygratuito💚|115,0|280,0|3,0|11162,0|9456,0|2013-04-15 13:28:12|Corrientes, Argentina|es
ojala no se repita otra porque ya tengamos lo que merecemos|-1|116,0|1,1043463617623818e+18|2019-03-09 11:41:05|Twitter for iPhone|0,0|0,0|es||1,0932558899544596e+18|Desii17||25,0|52,0|0,0|589,0|46,0|2019-02-06 21:11:30|Madrid, España|en
por las que hoy no pudieron decidir venir o no|-1|107,0|1,1043463588599194e+18|2019-03-09 11:41:04|Twitter for iPhone|0,0|11,0|es||1,0762738288153887e+18|jpcontreraso|La verdadera grandeza de un ser humano es ayudar a una persona, aún sabiendo que ello en nada lo beneficia, Viudo. No DM|179,0|504,0|1,0|1113,0|2570,0|2018-12-22 00:30:51|La Florida, Chile|es
cristina publico un mensaje por el|0|86,0|1,1043463542586655e+18|2019-03-09 11:41:03|dlvr.it|0,0|0,0|es||14743202,0|Agencia DERF|Agencia Federal de Noticias DERF|2565,0|674,0|95,0|0,0|175223,0|2008-05-12 12:08:15|Argentina|es
no hace falta carino en colon ayer en el|-1|78,0|1,1043463283882476e+18|2019-03-09 11:40:57|Twitter Web Client|0,0|0,0|es||1,0593454376169431e+18|@Marikitsch 🏳️‍🌈|"33 años. #LGTBI. Antifascista. Feminista. ""No tengo tiempo para cosas que no tienen Alma""."|1662,0|1699,0|4,0|3326,0|2432,0|2018-11-05 07:23:28|Alcorcón, España|es
esto es muy importante hermanas racializadas 💜|1|96,0|1,1043463158850232e+18|2019-03-09 11:40:54|Twitter for iPad|0,0|3,0|es||317805935,0|Calipigia|I know what you're playing. Intento ser libre y no hacer daño. ALEJAOS INTENSITOS|255,0|94,0|3,0|25307,0|21366,0|2011-06-15 14:16:23|En un sueño profundo|es
ayer se tino madrid de morado enormes companeras|1|96,0|1,1043463158766428e+18|2019-03-09 11:40:54|Twitter for Android|0,0|2,0|es||1593554712,0|~idunhae~|I'm not scared to be SEEN I'm who I meant to be. THIS IS ME. Swimming in clouds☁☁ ♀🌈|341,0|784,0|1,0|29620,0|16646,0|2013-07-14 14:59:19|Alacena bajo la escalera|es
pero a cambio de eso recibimos un pasaje gratis en el cole el 🤦🏼‍♀|0|96,0|1,1043463147484529e+18|2019-03-09 11:40:53|Twitter for iPhone|0,0|0,0|es||4765507951,0|Paula Parisi💚||662,0|299,0|0,0|11475,0|5540,0|2016-01-16 00:20:19|Corrientes, Argentina|es
miles de mujeres colmaron las calles portenas y distintos puntos del pais|1|121,0|1,104346302387757e+18|2019-03-09 11:40:50|Twitter for Android|0,0|30,0|es||2361890601,0|sandra cabrera 💚|Estudiante,Ejecutora y Coordinadora de Proyectos,Empleada Pública Función Legislativa,Fan Barcelona,Boca,Hocky  #YoFebreroYEllaCarnaval🌿🏳️‍🌈😉|985,0|1124,0|9,0|49907,0|4793,0|2014-02-24 00:10:52||es
hoy tenemos una preciosa portada en un historico en almeria estamos en el kiosko|1|131,0|1,1043463013601649e+18|2019-03-09 11:40:50|Twitter Web App|0,0|6,0|es||330300762,0|Juanjo Aguilera|periodista de deportes y toros en IDEAL de Almería, del Athletic, de Unicaja de voley, de Jose Tomás, de la UD Almería y de Joselito|1249,0|883,0|28,0|425,0|27145,0|2011-07-06 12:23:08|Almería|es
las canciones mas poderosas de la musica en espanol cantadas por mujeres|1|132,0|1,1040994502162391e+18|2019-03-08 19:19:56|Twitter for iPhone|0,0|129,0|es||4062059505,0|Amparanoia||3858,0|1001,0|17,0|10459,0|2987,0|2015-10-28 17:33:25|Barcelona, España|es
no es una fiesta es una lucha|0|78,0|1,1043462706368758e+18|2019-03-09 11:40:43|Twitter for Android|0,0|28,0|es||8,341202918780723e+17|Mauro Bulgarelli|Convintamente settario e ideologico mi interesso di conflitti, ecologia sociale e municipalismo. Ricercatore di soluzioni ecocombinatorie. Amo il rugby. Scrivo.|710,0|1243,0|3,0|32499,0|26539,0|2017-02-21 19:19:09|Macaronesia Occidentale|it
son penas muy encimadas el ser pobre y ser mujer 🎶|-1|76,0|1,1043462620846858e+18|2019-03-09 11:40:41|Twitter for Android|0,0|3,0|es||623141389,0|Naiad❤|I dream about having mutant genes😉 Good at kisses, bad at waiting 💋💋 Brutally honest 😎💁💜|330,0|549,0|10,0|18206,0|71586,0|2012-06-30 21:01:35||es
las calles de sevilla desbordadas|-1|96,0|1,1041015442601943e+18|2019-03-08 19:28:16|Twitter for Android|0,0|11,0|es||160959725,0|Espe|Luchadora de las causas imposibles... Sevillista y carnavalera.|1067,0|1282,0|13,0|7634,0|19769,0|2010-06-29 15:52:52|Sevilla|es
hoy desde la estuvimos presentes en la marcha del 💪👇|1|130,0|1,1043464906533683e+18|2019-03-09 11:41:35|Twitter for Android|0,0|8,0|es||3201591106,0|Dé Serrudo|Concubina de Santiago. Feliz tía de 3 bombonazos. Militante del Partido Socialista de la Ciudad de Buenos Aires|191,0|450,0|0,0|11973,0|3861,0|2015-04-24 16:03:28||es
mas de mil marchan por sus derechos no mas violencia|-1|115,0|1,1043464895251005e+18|2019-03-09 11:41:35|Twitter for iPhone|0,0|19,0|es||256062568,0|Carolina|Mujer, madre de tres y profesora. La semiótica es mi copiloto, la descolonización, mi meta. Ojo, el lugar de la enunciación sí es importante.|812,0|728,0|3,0|2228,0|10211,0|2011-02-22 15:44:07|Coyhaique, Chile|es
gracias foto de jaime villanueva en el|1|113,0|1,1041553896738324e+18|2019-03-08 23:02:13|Twitter for iPhone|0,0|62,0|es||419062999,0|berta h|respect|191,0|565,0|3,0|10186,0|2632,0|2011-11-22 22:24:33|mad|es
feliz dia 💜|1|71,0|1,1040866283379425e+18|2019-03-08 18:28:59|Twitter for Android|0,0|76,0|es||8,449950341728338e+17|Sonia corrientes ARGENTINA 💖👑|Soni MGF👑|265,0|324,0|0,0|31963,0|25642,0|2017-03-23 19:31:30|Corrientes, Argentina|es
hoy ha sido nuestros dia|0|120,0|1,1043464787875963e+18|2019-03-09 11:41:32|Twitter for iPhone|0,0|7,0|es||1259854214,0|M©|🌸Uruguay-España🌸  ♀🏳️‍🌈   Comunicación Audiovisual UGR|913,0|763,0|4,0|19663,0|30292,0|2013-03-11 16:26:06|El Ejido|es
gracias madrid por este dia precioso 👊🏽💜|1|87,0|1,1043010103974175e+18|2019-03-09 08:40:52|Twitter for Android|0,0|16,0|es||171861756,0|Joaquin Robles|Africano de Melilla.|49,0|127,0|1,0|593,0|785,0|2010-07-28 10:26:14|Islas Baleares, España|es
igualdad es la palabra que hace que el planeta encaje 💜💪🏻|1|||||||||||||||||||
⁠ ⁠ no fue el presidente el que habilito que se trate la ley del aborto ❓|-1|||||||||||||||||||
en todo el pais marchan las mujeres en el chaco|0|95,0|1,1043464467138355e+18|2019-03-09 11:41:25|Twitter for Android|0,0|1,0|es||8,866659126146089e+17|Fan De Raqui|Queremos aborto seguro, legal y gratuito. Se va a caer 💚💜💪|253,0|501,0|0,0|875,0|3196,0|2017-07-16 19:16:41|Ciudad de Buenos Aires|es
no hay huevos a ir al dando pena que no sujetame el cubata|-1|110,0|1,1043464465963991e+18|2019-03-09 11:41:25|Twitter Web App|0,0|7,0|es||3142418981,0|Marcelito|💙💛💙|207,0|547,0|0,0|2194,0|2368,0|2015-04-07 01:06:25|Santa Teresita, Argentina.|es
repaso a los datos de la desigualdad entre hombres y mujeres 👇🏼abro hilo👇🏼|-1|97,0|1,1041569654319022e+18|2019-03-08 23:08:29|Twitter for iPhone|0,0|216,0|es||783232994,0|Meri|13AGO2013|608,0|308,0|6,0|2539,0|5704,0|2012-08-26 21:32:14||es
pues hice fotos en el|0|63,0|1,1043464283720745e+18|2019-03-09 11:41:20|Twitter for Android|0,0|3,0|es||4166257102,0|ana|when the snow falls and the white winds blow, the lone wolf dies but the pack survives 🐺 RCD|1175,0|501,0|26,0|28351,0|54302,0|2015-11-11 20:14:12|A Coruña, Galiza|es
chindasvinta siempre tuvo los ovarios muy bien puestos|1|138,0|1,1041556558527037e+18|2019-03-08 23:03:17|Twitter for Android|0,0|28,0|es||8,613397689820447e+17|Oscar||27,0|264,0|0,0|1821,0|1359,0|2017-05-07 21:59:38|Badalona, España|es
feliz dia de la mujer 👩‍👧‍👧💝|1|74,0|1,1043464236534743e+18|2019-03-09 11:41:19|Twitter for Android|0,0|1,0|es||3111627436,0|Ciudadanos Ecuador|Comunidad Política de Ecuador donde promovemos la democracia, la innovación, el emprendimiento, la tecnología y los derechos humanos.|1005,0|254,0|4,0|1061,0|589,0|2015-03-24 20:51:59|Quito, Ecuador|es
despues dice que el no iba a ser partidista|-1|72,0|1,1043464151683973e+18|2019-03-09 11:41:17|Twitter for Android|0,0|0,0|es||1,0105439133194854e+18|El Enfurecido|🖥️📻📺⤵️ La web políticamente incorrecta. Conservador. Realista. Crítico · Ahora semanalmente en @CasoAislado_Es #EspañaViva|1045,0|975,0|0,0|13663,0|5009,0|2018-06-23 15:23:38|Canarias, España🇪🇸|es
orgullosa das minas 💜 ourense ✨|1|60,0|1,104158267419308e+18|2019-03-08 23:13:39|Twitter for Android|0,0|0,0|es||9,47222544507179e+17|Esta vez, Vera 👑💙📞|Y te volveríamos a elegir, una y 1122 veces. Porque digan lo que digan, pase lo que pase siempre serás tú, Luis Cepeda.|643,0|580,0|3,0|95258,0|33323,0|2017-12-30 21:47:07|El respira de Cepeda|es
gran asistencia a las manifestaciones feministas de este en galicia videos|1|134,0|1,1042974687018721e+18|2019-03-09 08:26:48|Twitter for Android|0,0|0,0|es||7,681712775886643e+17|Agromuralla|Cuenta del colectivo de #ganaderos #Agromuralla|207,0|206,0|4,0|372,0|306,0|2016-08-23 19:41:19|Lugo, España|es
empoderadas y hermanadas juntas somos revolucion 🌈|1|111,0|1,1043463905562173e+18|2019-03-09 11:41:11|Twitter for Android|0,0|7,0|es||1514050166,0|Jesica Pellegrini|Militante de @CiudadFuturaOK. Abogada|763,0|907,0|6,0|1569,0|1098,0|2013-06-13 17:52:58|Rosario, Argentina|es
💚 linda y libre|1|61,0|1,1041106904518124e+18|2019-03-08 20:04:36|Twitter for Android|0,0|45,0|es||9,564372804906516e+17|ERHTSE👨‍🎤MXVI||282,0|226,0|4,0|20686,0|66164,0|2018-01-25 08:03:12||es
y temblo claro que temblo|-1|55,0|1,104346619678462e+18|2019-03-09 11:42:06|Twitter for Android|0,0|0,0|es||500090566,0|Marta|Periodista. Amante de muchas cosas. Experta oficial de ninguna. Hablo alto.|138,0|162,0|1,0|311,0|2628,0|2012-02-22 19:57:08|Madrid|es
feminismo asi con mayusculas tendrian que ponerle esto en bucle durante horas a las del|-1|129,0|1,1043466142888428e+18|2019-03-09 11:42:05|Twitter for Android|0,0|0,0|es||1,0655696817282621e+18|Taksón-Select-Road|Libérrima libertad de expresión y libertad de discurso, y que cada uno escoja si escuchar o no un determinado discurso; o son libérrimas o no serán nada.|105,0|59,0|0,0|14883,0|5957,0|2018-11-22 11:36:24|España, Europa.|es
emakunde destaca la jornada historica de empoderamiento colectivo de este|1|121,0|1,10434652288657e+18|2019-03-09 11:41:43|Hootsuite Inc.|0,0|3,0|es||41329328,0|ETB|"Euskal Telebista. Televisión vasca. ETB-1, ETB-2, ETB-3, ETB-4, Canal Vasco, ETBSat. Ezagutu EiTB Nahieran | También a la carta: http://t.co/bPL4wEODvo"|33143,0|169,0|453,0|862,0|137750,0|2009-05-20 09:54:18|Euskal Herria|es
si regresa el medievox vamos con las brujas|-1|87,0|1,1043465441852416e+18|2019-03-09 11:41:48|Twitter for iPhone|0,0|3,0|es||2287973272,0|sara ✨|y entre tú y yo guerra fría ❄️|195,0|198,0|4,0|3471,0|1468,0|2014-01-17 12:59:57|Catalonia, Spain|en
video 📹 ▶ de la manifestacion del|0|134,0|1,1041557872519045e+18|2019-03-08 23:03:48|Twitter for Android|0,0|19,0|es||9,031712622179041e+17|NicivismoNieducación||326,0|310,0|0,0|5088,0|5807,0|2017-08-31 08:23:03||es
la patronal gallega resta impacto a la huelga feminista dle|-1|87,0|1,1043465404732375e+18|2019-03-09 11:41:47|Twitter Web Client|0,0|0,0|es||1944840102,0|fina vidal|Casi viviente|1588,0|1577,0|34,0|6815,0|35384,0|2013-10-07 18:14:04||es
feliz dia bebe 🖤|1|82,0|1,1043465265187922e+18|2019-03-09 11:41:44|Twitter for iPhone|0,0|7,0|es||1,05774877853764e+18|rostyyyyyyesssgirrlllll|Fotografía sooooooww ⚡️👽🌹🌈🌈🌷O͢M͢G͢ Y͢O͢U͢ N͢E͢E͢D͢ S͢O͢M͢E͢ L͢O͢V͢E͢ :3 🏳️‍🌈🐉🦄🍂|49,0|105,0|0,0|7637,0|2000,0|2018-10-31 21:38:55|ᏩᎪᏞᎪXY|en
que orgullosa estoy de nosotras 💥 💪🏼|1|78,0|1,1041549994567107e+18|2019-03-08 23:00:40|Twitter for Android|0,0|40,0|es||1,0764392168952627e+18|Natalia Lacunza 4902❤️||6,0|49,0|0,0|1580,0|777,0|2018-12-22 11:28:03||en
asi entramos al zocalo el patriarcado se va a caer se va a caer |-1|||||||||||||||||||
🎬 el en segundos que no vamos a olvidar en toda la vida|-1|128,0|1,1042972750676951e+18|2019-03-09 08:26:01|Twitter for iPhone|0,0|89,0|es||455902552,0|Antü|Derecho UC3M. 🌎🌍 Latinoamérica Unida💛|395,0|407,0|0,0|1147,0|7950,0|2012-01-05 17:05:05||es
asi fue el mas masivo en|1|80,0|1,1043467084132393e+18|2019-03-09 11:42:27|Twitter for Android|0,0|11,0|es||1704893857,0|Pablo Sáez🗑️||548,0|342,0|3,0|27683,0|30562,0|2013-08-27 14:44:07|Almegijar, Granada|es
de los mejores gritos de la noche|1|97,0|1,1043467046089851e+18|2019-03-09 11:42:26|Twitter for Android|0,0|2,0|es||309707665,0|Isabel Rubio||50,0|284,0|0,0|2133,0|1133,0|2011-06-02 14:51:17|Madrid|es
🙆‍♀ si 💜 gracias|1|106,0|1,104346702331433e+18|2019-03-09 11:42:26|Twitter for Android|0,0|21,0|es||2365041789,0|Maria S.|Nadie dijo que vivir fuera fácil pero aquí estamos, no juzgues y no serás juzgado, Sabinera porque al igual que dice el maestro, yo también lo niego todo.|3504,0|2889,0|104,0|105767,0|259037,0|2014-02-25 14:46:34|Madrid, Comunidad de Madrid|es
luego direis que somos o|0|136,0|1,1040882060002263e+18|2019-03-08 18:35:15|Twitter for iPhone|0,0|0,0|es||454862697,0|Míriam Guerrero|Debemos recordar que un derecho perdido para uno, está perdido para todos - William Reece Smith, Jr.|59,0|176,0|2,0|1261,0|302,0|2012-01-04 13:30:36||es
en sevilla el dia de ayer fue historico 💜|1|70,0|1,1043466931752591e+18|2019-03-09 11:42:24|Twitter for iPhone|0,0|0,0|es||428298514,0|Marga|♀|672,0|591,0|0,0|23106,0|18086,0|2011-12-04 15:54:00||es
comeza a manifestacion do en pontevedra mulleres a rua a loita continua|0|122,0|1,1043466807140352e+18|2019-03-09 11:42:21|Twitter for Android|0,0|35,0|es||2365041789,0|Maria S.|Nadie dijo que vivir fuera fácil pero aquí estamos, no juzgues y no serás juzgado, Sabinera porque al igual que dice el maestro, yo también lo niego todo.|3504,0|2889,0|104,0|105767,0|259037,0|2014-02-25 14:46:34|Madrid, Comunidad de Madrid|es
intentaron enterrarnos no sabian que eramos semillas🌹|-1|96,0|1,1043466797870326e+18|2019-03-09 11:42:20|Twitter for Android|0,0|2,0|es||2257619197,0|Paula.|I can't say legendary normally anymore.|197,0|348,0|1,0|5898,0|2085,0|2013-12-22 11:36:27|Madrid|es
con toda la fuerza femenina|1|84,0|1,1043466736592118e+18|2019-03-09 11:42:19|Twitter for Android|0,0|12,0|es||2847537927,0|koke ∞ ✡|Kaderimiz yazılmıştır, kırmızı iplik bizi birleştirir|5289,0|455,0|4,0|14130,0|45674,0|2014-10-28 01:05:09|Chile|es
en dic  nos permitio contar la historia d ellas me dejaron a mi hacerlo 😋 esta es la historia|1|||||||||||||||||||
menos mal que no he traido alfileres porque no caben|-1|111,0|1,1042944074430177e+18|2019-03-09 08:14:38|Twitter for Android|0,0|2,0|es||2669598026,0|Dañel|De verdad que me estoy rayando mucho con qué escribir aquí, con que lo voy a dejar así hasta que se me ocurra algo que esté guay, espero que lo entendáis|98,0|266,0|0,0|4848,0|3003,0|2014-07-22 14:39:44|Madrid, Comunidad de Madrid|es
orgullo de madrid|1|98,0|1,1041007673619169e+18|2019-03-08 19:25:10|Twitter for iPhone|0,0|2,0|es||24389984,0|Iván de Oro|Master en Nutrición y Dietética. Ldo. Biología 🧬 y futuro Profe... 👨‍🏫|467,0|1922,0|7,0|1942,0|3849,0|2009-03-14 16:21:31|Aranjuez (Madrid)|es
impresionante lo que ocurrio ayer en concepcion el mundo esta cambiando ✊🏽|1|105,0|1,1043468724231127e+18|2019-03-09 11:43:06|Twitter for iPhone|0,0|0,0|es||628008161,0|Cristian Saldía|Arquitecto y cineasta. Magíster Arte y Patrimonio UdeC. Director y Productor @3tigresfilms Docente @SantoTomasConce y @ucscconcepcion Director @fronterasurfest|1309,0|2865,0|17,0|2928,0|4162,0|2012-07-06 03:46:06|Concepción, Chile.|es
golpes contra manifestantes de en la manifestacion del|-1|96,0|1,1043468688075366e+18|2019-03-09 11:43:05|Twitter for Android|0,0|0,0|es||58160784,0|Esteban Beltran|Soy Director de @amnistiaespana. Para ahuyentar la nada anduve luego por el mundo y me perdí, buscando la salida ( Amezcua) Aquí encontrarás tuits personales.|4320,0|4989,0|134,0|312,0|5463,0|2009-07-19 09:03:49||es
un historico en el que estuvo presente el en las movilizaciones|1|130,0|1,104346864172888e+18|2019-03-09 11:43:04|Twitter for iPhone|0,0|0,0|es|Place(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, id='206c436ce43a43a3', url='https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', place_type='city', name='Madrid', full_name='Madrid, Spain', country_code='ES', country='Spain', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, type='Polygon', coordinates=[[[-3.8890049, 40.3120713], [-3.5180102, 40.3120713], [-3.5180102, 40.6435181], [-3.8890049, 40.6435181]]]), attributes={})|1407280646,0|ColegioTSMadrid|Trabajando desde 1.982 por y para el Trabajo Social. Colegio Oficial de Trabajo Social de Madrid @ColegioTSMadrid|3402,0|387,0|86,0|2271,0|5090,0|2013-05-06 09:28:16|Madrid - España|es
multitudinaria manifestacion en almeria|1|98,0|1,1043468562749645e+18|2019-03-09 11:43:02|Twitter for Android|0,0|11,0|es||232977205,0|ً|yo que sé|1034,0|297,0|11,0|37,0|143522,0|2011-01-01 22:56:35|Andalucía|es
gracias a todas las que formaron parte del dia d ayer q suerte tengo💜|1|115,0|1,1043468420857119e+18|2019-03-09 11:42:59|Twitter for Android|0,0|2,0|es||9,449265964435743e+17|criminal|siempre habrá poesía - G.A. Bécquer 🥀 @macarrena___ en Instagram|74,0|83,0|0,0|1225,0|2830,0|2017-12-24 13:43:51|Valencia, España|es
personas en la mani de vigo segun la local esto no para|-1|108,0|1,1041563034994483e+18|2019-03-08 23:05:51|Twitter for Android|0,0|108,0|es||1611531786,0|Anaa 🌹|Shawwwn💙|470,0|597,0|0,0|34618,0|17288,0|2013-07-21 23:23:33|Vigo, Galicia|es
el bella ciao abolicionista en barcelona ✊🏾💜|1|98,0|1,104172981784404e+18|2019-03-09 00:12:08|Twitter for iPhone|0,0|11,0|es||2317076545,0|Julia Aparisi|feminista por la erradicación del sistema patriarcal y sus violencias|422,0|228,0|32,0|17844,0|22152,0|2014-01-29 12:32:51||es
y no nos movemos hemos petado|-1|110,0|1,1040798152992236e+18|2019-03-08 18:01:55|Twitter for iPhone|0,0|3,0|es||59842693,0|manuel mata|Abogado y socialista; desde hace mucho, y para siempre. Ahora portavoz del grupo socialista en las Cortes Valencianas y Vice Secretario General del PSPV-PSOE.|6775,0|830,0|93,0|31296,0|54808,0|2009-07-24 17:45:06|Spain|es
